,epoch,train_loss,val_loss,val_accuracy,experiment_name,batch_size,dropout,base_learning_rate,warmup_iter,main_sched_epochs_kick_in,n_epochs,weight_decay,transform_stack_name,experiment_type,elapsed_time_sec,test_accuracy,test_precision,test_recall,test_f1
55,55,0.6798945804094446,0.4137930695352883,86.47764449291166,same_as_densenet,64,0.2,0.001,1500,30,90,0.001,default,resnet18,528.2385866641998,0.8743228602383532,0.878023087978363,0.8743228316307068,0.8743988275527954
56,56,0.6885252574394489,0.40874500829598,87.02290076335878,same_as_densenet,64,0.2,0.001,1500,30,90,0.001,default,resnet18,528.2385866641998,0.8743228602383532,0.878023087978363,0.8743228316307068,0.8743988275527954
57,57,0.6808446553246729,0.4148471478758187,86.69574700109052,same_as_densenet,64,0.2,0.001,1500,30,90,0.001,default,resnet18,528.2385866641998,0.8743228602383532,0.878023087978363,0.8743228316307068,0.8743988275527954
58,58,0.6804990701634308,0.4127444763635767,86.85932388222464,same_as_densenet,64,0.2,0.001,1500,30,90,0.001,default,resnet18,528.2385866641998,0.8743228602383532,0.878023087978363,0.8743228316307068,0.8743988275527954
59,59,0.6749783965020344,0.4134469422800788,86.64122137404581,same_as_densenet,64,0.2,0.001,1500,30,90,0.001,default,resnet18,528.2385866641998,0.8743228602383532,0.878023087978363,0.8743228316307068,0.8743988275527954
60,60,0.6882109169302315,0.4133357338864228,86.64122137404581,same_as_densenet,64,0.2,0.001,1500,30,90,0.001,default,resnet18,528.2385866641998,0.8743228602383532,0.878023087978363,0.8743228316307068,0.8743988275527954
61,61,0.7115751546004723,0.41746067589726943,86.80479825517993,same_as_densenet,64,0.2,0.001,1500,30,90,0.001,default,resnet18,528.2385866641998,0.8743228602383532,0.878023087978363,0.8743228316307068,0.8743988275527954
62,62,0.6951879930907282,0.41180463289392405,86.64122137404581,same_as_densenet,64,0.2,0.001,1500,30,90,0.001,default,resnet18,528.2385866641998,0.8743228602383532,0.878023087978363,0.8743228316307068,0.8743988275527954
63,63,0.6751536002446865,0.4149679675184447,86.91384950926935,same_as_densenet,64,0.2,0.001,1500,30,90,0.001,default,resnet18,528.2385866641998,0.8743228602383532,0.878023087978363,0.8743228316307068,0.8743988275527954
64,64,0.710141992774503,0.41551689238383854,86.42311886586695,same_as_densenet,64,0.2,0.001,1500,30,90,0.001,default,resnet18,528.2385866641998,0.8743228602383532,0.878023087978363,0.8743228316307068,0.8743988275527954
65,65,0.6759054188070626,0.4136045426130295,86.69574700109052,same_as_densenet,64,0.2,0.001,1500,30,90,0.001,default,resnet18,528.2385866641998,0.8743228602383532,0.878023087978363,0.8743228316307068,0.8743988275527954
66,66,0.6896596705091411,0.41653800627280924,86.58669574700109,same_as_densenet,64,0.2,0.001,1500,30,90,0.001,default,resnet18,528.2385866641998,0.8743228602383532,0.878023087978363,0.8743228316307068,0.8743988275527954
67,67,0.692552099967825,0.4086821572533969,86.69574700109052,same_as_densenet,64,0.2,0.001,1500,30,90,0.001,default,resnet18,528.2385866641998,0.8743228602383532,0.878023087978363,0.8743228316307068,0.8743988275527954
68,68,0.7039108060557266,0.40995576361130026,86.69574700109052,same_as_densenet,64,0.2,0.001,1500,30,90,0.001,default,resnet18,528.2385866641998,0.8743228602383532,0.878023087978363,0.8743228316307068,0.8743988275527954
69,69,0.6773588148684337,0.41768066585063934,86.69574700109052,same_as_densenet,64,0.2,0.001,1500,30,90,0.001,default,resnet18,528.2385866641998,0.8743228602383532,0.878023087978363,0.8743228316307068,0.8743988275527954
70,70,0.6836728931500994,0.4145314924675843,86.69574700109052,same_as_densenet,64,0.2,0.001,1500,30,90,0.001,default,resnet18,528.2385866641998,0.8743228602383532,0.878023087978363,0.8743228316307068,0.8743988275527954
71,71,0.6939964371508566,0.41320869223824863,87.02290076335878,same_as_densenet,64,0.2,0.001,1500,30,90,0.001,default,resnet18,528.2385866641998,0.8743228602383532,0.878023087978363,0.8743228316307068,0.8743988275527954
72,72,0.6963776535001295,0.41356497797472724,86.85932388222464,same_as_densenet,64,0.2,0.001,1500,30,90,0.001,default,resnet18,528.2385866641998,0.8743228602383532,0.878023087978363,0.8743228316307068,0.8743988275527954
73,73,0.6906530980406136,0.4121295491169239,86.91384950926935,same_as_densenet,64,0.2,0.001,1500,30,90,0.001,default,resnet18,528.2385866641998,0.8743228602383532,0.878023087978363,0.8743228316307068,0.8743988275527954
74,74,0.6617681122031706,0.4111877489706566,86.80479825517993,same_as_densenet,64,0.2,0.001,1500,30,90,0.001,default,resnet18,528.2385866641998,0.8743228602383532,0.878023087978363,0.8743228316307068,0.8743988275527954
75,75,0.6653045683071531,0.4086947934380893,86.80479825517993,same_as_densenet,64,0.2,0.001,1500,30,90,0.001,default,resnet18,528.2385866641998,0.8743228602383532,0.878023087978363,0.8743228316307068,0.8743988275527954
76,76,0.6465964995581528,0.41570110105235003,86.75027262813522,same_as_densenet,64,0.2,0.001,1500,30,90,0.001,default,resnet18,528.2385866641998,0.8743228602383532,0.878023087978363,0.8743228316307068,0.8743988275527954
77,77,0.687071762722114,0.41435500003140546,86.69574700109052,same_as_densenet,64,0.2,0.001,1500,30,90,0.001,default,resnet18,528.2385866641998,0.8743228602383532,0.878023087978363,0.8743228316307068,0.8743988275527954
78,78,0.61525123797614,0.4159415374542105,86.64122137404581,same_as_densenet,64,0.2,0.001,1500,30,90,0.001,default,resnet18,528.2385866641998,0.8743228602383532,0.878023087978363,0.8743228316307068,0.8743988275527954
79,79,0.7094566811775339,0.415259287275117,86.75027262813522,same_as_densenet,64,0.2,0.001,1500,30,90,0.001,default,resnet18,528.2385866641998,0.8743228602383532,0.878023087978363,0.8743228316307068,0.8743988275527954
80,80,0.697737579715663,0.41131357077894537,86.85932388222464,same_as_densenet,64,0.2,0.001,1500,30,90,0.001,default,resnet18,528.2385866641998,0.8743228602383532,0.878023087978363,0.8743228316307068,0.8743988275527954
81,81,0.6766360520288862,0.4123789092590069,86.53217011995638,same_as_densenet,64,0.2,0.001,1500,30,90,0.001,default,resnet18,528.2385866641998,0.8743228602383532,0.878023087978363,0.8743228316307068,0.8743988275527954
82,82,0.6847790268988445,0.4147734071674018,87.24100327153762,same_as_densenet,64,0.2,0.001,1500,30,90,0.001,default,resnet18,528.2385866641998,0.8743228602383532,0.878023087978363,0.8743228316307068,0.8743988275527954
83,83,0.666537209317602,0.41586509244195347,86.64122137404581,same_as_densenet,64,0.2,0.001,1500,30,90,0.001,default,resnet18,528.2385866641998,0.8743228602383532,0.878023087978363,0.8743228316307068,0.8743988275527954
84,84,0.6623169373849342,0.4160373765846779,86.75027262813522,same_as_densenet,64,0.2,0.001,1500,30,90,0.001,default,resnet18,528.2385866641998,0.8743228602383532,0.878023087978363,0.8743228316307068,0.8743988275527954
85,85,0.7025318341008548,0.4156420585410348,86.80479825517993,same_as_densenet,64,0.2,0.001,1500,30,90,0.001,default,resnet18,528.2385866641998,0.8743228602383532,0.878023087978363,0.8743228316307068,0.8743988275527954
86,86,0.6809093597634085,0.4162907610679495,86.85932388222464,same_as_densenet,64,0.2,0.001,1500,30,90,0.001,default,resnet18,528.2385866641998,0.8743228602383532,0.878023087978363,0.8743228316307068,0.8743988275527954
87,87,0.7045667120094957,0.4152906074606139,86.31406761177753,same_as_densenet,64,0.2,0.001,1500,30,90,0.001,default,resnet18,528.2385866641998,0.8743228602383532,0.878023087978363,0.8743228316307068,0.8743988275527954
88,88,0.6712439085902839,0.41635356226871756,86.47764449291166,same_as_densenet,64,0.2,0.001,1500,30,90,0.001,default,resnet18,528.2385866641998,0.8743228602383532,0.878023087978363,0.8743228316307068,0.8743988275527954
89,89,0.6953432292773806,0.42016702736246175,86.53217011995638,same_as_densenet,64,0.2,0.001,1500,30,90,0.001,default,resnet18,528.2385866641998,0.8743228602383532,0.878023087978363,0.8743228316307068,0.8743988275527954
90,0,3.8333326413713653,3.8284019766182733,1.0905125408942202,better_model,64,0.2,0.0001,1500,30,90,0.001,trivial_augument_wide,resnet18,242.17839789390564,0.886240520043337,0.8892055153846741,0.886240541934967,0.8862209320068359
91,1,3.814033635731401,3.78336605532416,1.2540894220283534,better_model,64,0.2,0.0001,1500,30,90,0.001,trivial_augument_wide,resnet18,242.17839789390564,0.886240520043337,0.8892055153846741,0.886240541934967,0.8862209320068359
92,2,3.7813227587732774,3.7188775868251405,1.5812431842966195,better_model,64,0.2,0.0001,1500,30,90,0.001,trivial_augument_wide,resnet18,242.17839789390564,0.886240520043337,0.8892055153846741,0.886240541934967,0.8862209320068359
93,3,3.7187226394127153,3.654284411463244,2.2355507088331517,better_model,64,0.2,0.0001,1500,30,90,0.001,trivial_augument_wide,resnet18,242.17839789390564,0.886240520043337,0.8892055153846741,0.886240541934967,0.8862209320068359
94,4,3.6534599435740502,3.5769590016069084,3.4896401308615053,better_model,64,0.2,0.0001,1500,30,90,0.001,trivial_augument_wide,resnet18,242.17839789390564,0.886240520043337,0.8892055153846741,0.886240541934967,0.8862209320068359
95,5,3.5951227977358062,3.4937479084935683,5.997818974918212,better_model,64,0.2,0.0001,1500,30,90,0.001,trivial_augument_wide,resnet18,242.17839789390564,0.886240520043337,0.8892055153846741,0.886240541934967,0.8862209320068359
96,6,3.533673713947165,3.4071072052265037,8.833151581243184,better_model,64,0.2,0.0001,1500,30,90,0.001,trivial_augument_wide,resnet18,242.17839789390564,0.886240520043337,0.8892055153846741,0.886240541934967,0.8862209320068359
97,7,3.461041072319294,3.3108289652857286,12.050163576881134,better_model,64,0.2,0.0001,1500,30,90,0.001,trivial_augument_wide,resnet18,242.17839789390564,0.886240520043337,0.8892055153846741,0.886240541934967,0.8862209320068359
98,8,3.381210882088234,3.2040881535102583,16.08505997818975,better_model,64,0.2,0.0001,1500,30,90,0.001,trivial_augument_wide,resnet18,242.17839789390564,0.886240520043337,0.8892055153846741,0.886240541934967,0.8862209320068359
99,9,3.3226470166239244,3.0953429402976202,21.701199563794983,better_model,64,0.2,0.0001,1500,30,90,0.001,trivial_augument_wide,resnet18,242.17839789390564,0.886240520043337,0.8892055153846741,0.886240541934967,0.8862209320068359
100,10,3.2217205351796645,2.9769164364913414,28.18974918211559,better_model,64,0.2,0.0001,1500,30,90,0.001,trivial_augument_wide,resnet18,242.17839789390564,0.886240520043337,0.8892055153846741,0.886240541934967,0.8862209320068359
101,11,3.125985918373897,2.856534193302023,33.533260632497274,better_model,64,0.2,0.0001,1500,30,90,0.001,trivial_augument_wide,resnet18,242.17839789390564,0.886240520043337,0.8892055153846741,0.886240541934967,0.8862209320068359
102,12,3.040078931841357,2.7305140495300293,40.021810250817886,better_model,64,0.2,0.0001,1500,30,90,0.001,trivial_augument_wide,resnet18,242.17839789390564,0.886240520043337,0.8892055153846741,0.886240541934967,0.8862209320068359
103,13,2.9401907386450934,2.593085395878759,46.94656488549619,better_model,64,0.2,0.0001,1500,30,90,0.001,trivial_augument_wide,resnet18,242.17839789390564,0.886240520043337,0.8892055153846741,0.886240541934967,0.8862209320068359
104,14,2.8220649135523828,2.4690799137641646,52.23555070883316,better_model,64,0.2,0.0001,1500,30,90,0.001,trivial_augument_wide,resnet18,242.17839789390564,0.886240520043337,0.8892055153846741,0.886240541934967,0.8862209320068359
105,15,2.743820198651018,2.3388422275411673,57.74263904034896,better_model,64,0.2,0.0001,1500,30,90,0.001,trivial_augument_wide,resnet18,242.17839789390564,0.886240520043337,0.8892055153846741,0.886240541934967,0.8862209320068359
106,16,2.644703581415374,2.204160920504866,61.886586695747006,better_model,64,0.2,0.0001,1500,30,90,0.001,trivial_augument_wide,resnet18,242.17839789390564,0.886240520043337,0.8892055153846741,0.886240541934967,0.8862209320068359
107,17,2.545275466195468,2.0992919494365823,65.48527808069792,better_model,64,0.2,0.0001,1500,30,90,0.001,trivial_augument_wide,resnet18,242.17839789390564,0.886240520043337,0.8892055153846741,0.886240541934967,0.8862209320068359
108,18,2.4231008537884415,1.9751664317887405,68.21155943293348,better_model,64,0.2,0.0001,1500,30,90,0.001,trivial_augument_wide,resnet18,242.17839789390564,0.886240520043337,0.8892055153846741,0.886240541934967,0.8862209320068359
109,19,2.345058852228625,1.8515644690086102,70.7742639040349,better_model,64,0.2,0.0001,1500,30,90,0.001,trivial_augument_wide,resnet18,242.17839789390564,0.886240520043337,0.8892055153846741,0.886240541934967,0.8862209320068359
110,20,2.272383817310991,1.754528991107283,73.22791712104689,better_model,64,0.2,0.0001,1500,30,90,0.001,trivial_augument_wide,resnet18,242.17839789390564,0.886240520043337,0.8892055153846741,0.886240541934967,0.8862209320068359
111,21,2.16533833947675,1.6420844505573142,74.91821155943293,better_model,64,0.2,0.0001,1500,30,90,0.001,trivial_augument_wide,resnet18,242.17839789390564,0.886240520043337,0.8892055153846741,0.886240541934967,0.8862209320068359
112,22,2.1021095205997598,1.5537912105691845,76.82660850599781,better_model,64,0.2,0.0001,1500,30,90,0.001,trivial_augument_wide,resnet18,242.17839789390564,0.886240520043337,0.8892055153846741,0.886240541934967,0.8862209320068359
113,23,2.0174568459905426,1.472641266625503,78.02617230098147,better_model,64,0.2,0.0001,1500,30,90,0.001,trivial_augument_wide,resnet18,242.17839789390564,0.886240520043337,0.8892055153846741,0.886240541934967,0.8862209320068359
114,24,1.946362721508947,1.374998824349765,78.89858233369684,better_model,64,0.2,0.0001,1500,30,90,0.001,trivial_augument_wide,resnet18,242.17839789390564,0.886240520043337,0.8892055153846741,0.886240541934967,0.8862209320068359
115,25,1.8908946740216221,1.3141017741170422,79.93456924754635,better_model,64,0.2,0.0001,1500,30,90,0.001,trivial_augument_wide,resnet18,242.17839789390564,0.886240520043337,0.8892055153846741,0.886240541934967,0.8862209320068359
116,26,1.8121151410300156,1.242836861774839,81.78844056706652,better_model,64,0.2,0.0001,1500,30,90,0.001,trivial_augument_wide,resnet18,242.17839789390564,0.886240520043337,0.8892055153846741,0.886240541934967,0.8862209320068359
117,27,1.7482656610423122,1.1949670438108773,81.29770992366412,better_model,64,0.2,0.0001,1500,30,90,0.001,trivial_augument_wide,resnet18,242.17839789390564,0.886240520043337,0.8892055153846741,0.886240541934967,0.8862209320068359
118,28,1.705713387193351,1.1382746819792122,82.06106870229007,better_model,64,0.2,0.0001,1500,30,90,0.001,trivial_augument_wide,resnet18,242.17839789390564,0.886240520043337,0.8892055153846741,0.886240541934967,0.8862209320068359
119,29,1.677010431371886,1.09101350143038,82.2246455834242,better_model,64,0.2,0.0001,1500,30,90,0.001,trivial_augument_wide,resnet18,242.17839789390564,0.886240520043337,0.8892055153846741,0.886240541934967,0.8862209320068359
120,30,1.6127983393340275,1.030003966956303,83.04252998909487,better_model,64,0.2,0.0001,1500,30,90,0.001,trivial_augument_wide,resnet18,242.17839789390564,0.886240520043337,0.8892055153846741,0.886240541934967,0.8862209320068359
121,31,1.6286739953633012,1.0082940746997964,83.04252998909487,better_model,64,0.2,0.0001,1500,30,90,0.001,trivial_augument_wide,resnet18,242.17839789390564,0.886240520043337,0.8892055153846741,0.886240541934967,0.8862209320068359
122,32,1.5450410205742409,0.9713847760496468,83.31515812431843,better_model,64,0.2,0.0001,1500,30,90,0.001,trivial_augument_wide,resnet18,242.17839789390564,0.886240520043337,0.8892055153846741,0.886240541934967,0.8862209320068359
123,33,1.5082541375324643,0.9281579256057739,84.35114503816794,better_model,64,0.2,0.0001,1500,30,90,0.001,trivial_augument_wide,resnet18,242.17839789390564,0.886240520043337,0.8892055153846741,0.886240541934967,0.8862209320068359
124,34,1.4665583515989369,0.9010919311950947,84.40567066521265,better_model,64,0.2,0.0001,1500,30,90,0.001,trivial_augument_wide,resnet18,242.17839789390564,0.886240520043337,0.8892055153846741,0.886240541934967,0.8862209320068359
