,epoch,train_loss,val_loss,val_accuracy,model_size_mb,experiment_name,batch_size,n_dense_blocks,n_conv_each_block_0,n_conv_each_block_1,n_conv_each_block_2,growth_rate,dropout,base_learning_rate,warmup_iter,main_sched_epochs_kick_in,n_epochs,weight_decay,transform_stack_name,elapsed_time_sec,test_accuracy,test_precision,test_recall,test_f1,n_conv_each_block_3
19,19,2.8860154932942885,3.1257534684806036,17.230098146128682,8.72,24_grwth_rate_baseline,64,3,6,16,14,24,0.2,0.001,7500,70,180,0.001,default,1728.3687636852264,0.7053087757313109,0.7116743922233582,0.7053087949752808,0.7037721276283264,
20,20,2.8358676515776535,2.9983356656699347,16.466739367502726,8.72,24_grwth_rate_baseline,64,3,6,16,14,24,0.2,0.001,7500,70,180,0.001,default,1728.3687636852264,0.7053087757313109,0.7116743922233582,0.7053087949752808,0.7037721276283264,
21,21,2.787236850837181,2.853689933645314,21.646673936750272,8.72,24_grwth_rate_baseline,64,3,6,16,14,24,0.2,0.001,7500,70,180,0.001,default,1728.3687636852264,0.7053087757313109,0.7116743922233582,0.7053087949752808,0.7037721276283264,
22,22,2.738410629075149,2.9269694624275995,18.429661941112325,8.72,24_grwth_rate_baseline,64,3,6,16,14,24,0.2,0.001,7500,70,180,0.001,default,1728.3687636852264,0.7053087757313109,0.7116743922233582,0.7053087949752808,0.7037721276283264,
23,23,2.7118214985419966,2.837301385813746,20.828789531079607,8.72,24_grwth_rate_baseline,64,3,6,16,14,24,0.2,0.001,7500,70,180,0.001,default,1728.3687636852264,0.7053087757313109,0.7116743922233582,0.7053087949752808,0.7037721276283264,
24,24,2.6978165774509826,3.163085641532109,17.611777535441657,8.72,24_grwth_rate_baseline,64,3,6,16,14,24,0.2,0.001,7500,70,180,0.001,default,1728.3687636852264,0.7053087757313109,0.7116743922233582,0.7053087949752808,0.7037721276283264,
25,25,2.6333014307350946,2.8308617739841857,21.810250817884405,8.72,24_grwth_rate_baseline,64,3,6,16,14,24,0.2,0.001,7500,70,180,0.001,default,1728.3687636852264,0.7053087757313109,0.7116743922233582,0.7053087949752808,0.7037721276283264,
26,26,2.6140568585231385,2.79508899820262,23.66412213740458,8.72,24_grwth_rate_baseline,64,3,6,16,14,24,0.2,0.001,7500,70,180,0.001,default,1728.3687636852264,0.7053087757313109,0.7116743922233582,0.7053087949752808,0.7037721276283264,
27,27,2.5490160810536353,2.7526413407819024,22.464558342420936,8.72,24_grwth_rate_baseline,64,3,6,16,14,24,0.2,0.001,7500,70,180,0.001,default,1728.3687636852264,0.7053087757313109,0.7116743922233582,0.7053087949752808,0.7037721276283264,
28,28,2.5264072623746148,2.774477958679199,22.737186477644496,8.72,24_grwth_rate_baseline,64,3,6,16,14,24,0.2,0.001,7500,70,180,0.001,default,1728.3687636852264,0.7053087757313109,0.7116743922233582,0.7053087949752808,0.7037721276283264,
29,29,2.5038517220266936,2.633679143313704,25.954198473282442,8.72,24_grwth_rate_baseline,64,3,6,16,14,24,0.2,0.001,7500,70,180,0.001,default,1728.3687636852264,0.7053087757313109,0.7116743922233582,0.7053087949752808,0.7037721276283264,
30,30,2.4188767794905037,2.8730650688039847,24.263904034896402,8.72,24_grwth_rate_baseline,64,3,6,16,14,24,0.2,0.001,7500,70,180,0.001,default,1728.3687636852264,0.7053087757313109,0.7116743922233582,0.7053087949752808,0.7037721276283264,
31,31,2.3853653176077483,2.996663077124234,22.02835332606325,8.72,24_grwth_rate_baseline,64,3,6,16,14,24,0.2,0.001,7500,70,180,0.001,default,1728.3687636852264,0.7053087757313109,0.7116743922233582,0.7053087949752808,0.7037721276283264,
32,32,2.3801546754508185,2.4862544207737365,30.425299890948747,8.72,24_grwth_rate_baseline,64,3,6,16,14,24,0.2,0.001,7500,70,180,0.001,default,1728.3687636852264,0.7053087757313109,0.7116743922233582,0.7053087949752808,0.7037721276283264,
33,33,2.357195695926403,2.461592205639543,32.22464558342421,8.72,24_grwth_rate_baseline,64,3,6,16,14,24,0.2,0.001,7500,70,180,0.001,default,1728.3687636852264,0.7053087757313109,0.7116743922233582,0.7053087949752808,0.7037721276283264,
34,34,2.2984929906910865,2.8227145178564665,28.353326063249728,8.72,24_grwth_rate_baseline,64,3,6,16,14,24,0.2,0.001,7500,70,180,0.001,default,1728.3687636852264,0.7053087757313109,0.7116743922233582,0.7053087949752808,0.7037721276283264,
35,35,2.2671157697151445,2.3053026034914215,35.60523446019629,8.72,24_grwth_rate_baseline,64,3,6,16,14,24,0.2,0.001,7500,70,180,0.001,default,1728.3687636852264,0.7053087757313109,0.7116743922233582,0.7053087949752808,0.7037721276283264,
36,36,2.2269814733801216,3.932636326756971,18.21155943293348,8.72,24_grwth_rate_baseline,64,3,6,16,14,24,0.2,0.001,7500,70,180,0.001,default,1728.3687636852264,0.7053087757313109,0.7116743922233582,0.7053087949752808,0.7037721276283264,
37,37,2.2044052050031464,2.633808078437016,26.608505997818977,8.72,24_grwth_rate_baseline,64,3,6,16,14,24,0.2,0.001,7500,70,180,0.001,default,1728.3687636852264,0.7053087757313109,0.7116743922233582,0.7053087949752808,0.7037721276283264,
38,38,2.1625194138494033,2.6541104070071517,29.716466739367505,8.72,24_grwth_rate_baseline,64,3,6,16,14,24,0.2,0.001,7500,70,180,0.001,default,1728.3687636852264,0.7053087757313109,0.7116743922233582,0.7053087949752808,0.7037721276283264,
39,39,2.1636236947158287,2.5391548419820853,31.243184296619408,8.72,24_grwth_rate_baseline,64,3,6,16,14,24,0.2,0.001,7500,70,180,0.001,default,1728.3687636852264,0.7053087757313109,0.7116743922233582,0.7053087949752808,0.7037721276283264,
40,40,2.127117864016829,2.7553293129493452,26.172300981461287,8.72,24_grwth_rate_baseline,64,3,6,16,14,24,0.2,0.001,7500,70,180,0.001,default,1728.3687636852264,0.7053087757313109,0.7116743922233582,0.7053087949752808,0.7037721276283264,
41,41,2.1087852140952803,2.5722696370091933,30.479825517993458,8.72,24_grwth_rate_baseline,64,3,6,16,14,24,0.2,0.001,7500,70,180,0.001,default,1728.3687636852264,0.7053087757313109,0.7116743922233582,0.7053087949752808,0.7037721276283264,
42,42,2.038637229080858,2.5120904856714708,31.842966194111234,8.72,24_grwth_rate_baseline,64,3,6,16,14,24,0.2,0.001,7500,70,180,0.001,default,1728.3687636852264,0.7053087757313109,0.7116743922233582,0.7053087949752808,0.7037721276283264,
43,43,2.048133315711186,2.585551146803231,30.479825517993458,8.72,24_grwth_rate_baseline,64,3,6,16,14,24,0.2,0.001,7500,70,180,0.001,default,1728.3687636852264,0.7053087757313109,0.7116743922233582,0.7053087949752808,0.7037721276283264,
44,44,2.0297167527264564,2.920488119125366,28.62595419847328,8.72,24_grwth_rate_baseline,64,3,6,16,14,24,0.2,0.001,7500,70,180,0.001,default,1728.3687636852264,0.7053087757313109,0.7116743922233582,0.7053087949752808,0.7037721276283264,
45,45,2.0327062709578154,2.4235730006777008,33.20610687022901,8.72,24_grwth_rate_baseline,64,3,6,16,14,24,0.2,0.001,7500,70,180,0.001,default,1728.3687636852264,0.7053087757313109,0.7116743922233582,0.7053087949752808,0.7037721276283264,
46,46,1.9573409372362598,2.090312665906446,38.76772082878953,8.72,24_grwth_rate_baseline,64,3,6,16,14,24,0.2,0.001,7500,70,180,0.001,default,1728.3687636852264,0.7053087757313109,0.7116743922233582,0.7053087949752808,0.7037721276283264,
47,47,1.900499545294663,2.5477404758847992,32.715376226826606,8.72,24_grwth_rate_baseline,64,3,6,16,14,24,0.2,0.001,7500,70,180,0.001,default,1728.3687636852264,0.7053087757313109,0.7116743922233582,0.7053087949752808,0.7037721276283264,
48,48,1.8744120248432816,2.0867521146248125,40.78516902944384,8.72,24_grwth_rate_baseline,64,3,6,16,14,24,0.2,0.001,7500,70,180,0.001,default,1728.3687636852264,0.7053087757313109,0.7116743922233582,0.7053087949752808,0.7037721276283264,
49,49,1.9114797115325928,2.4740461768775153,34.6782988004362,8.72,24_grwth_rate_baseline,64,3,6,16,14,24,0.2,0.001,7500,70,180,0.001,default,1728.3687636852264,0.7053087757313109,0.7116743922233582,0.7053087949752808,0.7037721276283264,
50,50,1.852985377969413,2.082472357256659,38.22246455834242,8.72,24_grwth_rate_baseline,64,3,6,16,14,24,0.2,0.001,7500,70,180,0.001,default,1728.3687636852264,0.7053087757313109,0.7116743922233582,0.7053087949752808,0.7037721276283264,
51,51,1.8296394861977676,2.2389617582847334,38.76772082878953,8.72,24_grwth_rate_baseline,64,3,6,16,14,24,0.2,0.001,7500,70,180,0.001,default,1728.3687636852264,0.7053087757313109,0.7116743922233582,0.7053087949752808,0.7037721276283264,
52,52,1.7704068812830696,2.4760913273383833,32.98800436205017,8.72,24_grwth_rate_baseline,64,3,6,16,14,24,0.2,0.001,7500,70,180,0.001,default,1728.3687636852264,0.7053087757313109,0.7116743922233582,0.7053087949752808,0.7037721276283264,
53,53,1.7511961501220177,3.1354948405561776,27.753544165757905,8.72,24_grwth_rate_baseline,64,3,6,16,14,24,0.2,0.001,7500,70,180,0.001,default,1728.3687636852264,0.7053087757313109,0.7116743922233582,0.7053087949752808,0.7037721276283264,
54,54,1.7775341025714217,2.3804360217061538,37.67720828789531,8.72,24_grwth_rate_baseline,64,3,6,16,14,24,0.2,0.001,7500,70,180,0.001,default,1728.3687636852264,0.7053087757313109,0.7116743922233582,0.7053087949752808,0.7037721276283264,
55,55,1.777412655024693,1.8981898858629425,42.584514721919305,8.72,24_grwth_rate_baseline,64,3,6,16,14,24,0.2,0.001,7500,70,180,0.001,default,1728.3687636852264,0.7053087757313109,0.7116743922233582,0.7053087949752808,0.7037721276283264,
56,56,1.6678402855478485,2.0584889485918243,40.294438386041435,8.72,24_grwth_rate_baseline,64,3,6,16,14,24,0.2,0.001,7500,70,180,0.001,default,1728.3687636852264,0.7053087757313109,0.7116743922233582,0.7053087949752808,0.7037721276283264,
57,57,1.677631793351009,1.8239520377126233,47.43729552889858,8.72,24_grwth_rate_baseline,64,3,6,16,14,24,0.2,0.001,7500,70,180,0.001,default,1728.3687636852264,0.7053087757313109,0.7116743922233582,0.7053087949752808,0.7037721276283264,
58,58,1.7110667352018685,2.2138252874900557,38.331515812431846,8.72,24_grwth_rate_baseline,64,3,6,16,14,24,0.2,0.001,7500,70,180,0.001,default,1728.3687636852264,0.7053087757313109,0.7116743922233582,0.7053087949752808,0.7037721276283264,
59,59,1.6524549352711644,2.350717939179519,39.31297709923664,8.72,24_grwth_rate_baseline,64,3,6,16,14,24,0.2,0.001,7500,70,180,0.001,default,1728.3687636852264,0.7053087757313109,0.7116743922233582,0.7053087949752808,0.7037721276283264,
60,60,1.6505128494624435,3.4450980301561027,26.772082878953107,8.72,24_grwth_rate_baseline,64,3,6,16,14,24,0.2,0.001,7500,70,180,0.001,default,1728.3687636852264,0.7053087757313109,0.7116743922233582,0.7053087949752808,0.7037721276283264,
61,61,1.627831216516166,2.0941274453853738,42.148309705561616,8.72,24_grwth_rate_baseline,64,3,6,16,14,24,0.2,0.001,7500,70,180,0.001,default,1728.3687636852264,0.7053087757313109,0.7116743922233582,0.7053087949752808,0.7037721276283264,
62,62,1.6108934879302979,2.542221192655892,44.165757906215916,8.72,24_grwth_rate_baseline,64,3,6,16,14,24,0.2,0.001,7500,70,180,0.001,default,1728.3687636852264,0.7053087757313109,0.7116743922233582,0.7053087949752808,0.7037721276283264,
63,63,1.5809554930390983,3.2336645455195985,34.56924754634678,8.72,24_grwth_rate_baseline,64,3,6,16,14,24,0.2,0.001,7500,70,180,0.001,default,1728.3687636852264,0.7053087757313109,0.7116743922233582,0.7053087949752808,0.7037721276283264,
64,64,1.5829246763525338,2.474631506821205,38.54961832061068,8.72,24_grwth_rate_baseline,64,3,6,16,14,24,0.2,0.001,7500,70,180,0.001,default,1728.3687636852264,0.7053087757313109,0.7116743922233582,0.7053087949752808,0.7037721276283264,
65,65,1.5507366492830474,1.8328288546923934,47.164667393675025,8.72,24_grwth_rate_baseline,64,3,6,16,14,24,0.2,0.001,7500,70,180,0.001,default,1728.3687636852264,0.7053087757313109,0.7116743922233582,0.7053087949752808,0.7037721276283264,
66,66,1.5648841200203731,2.5000380976446746,37.1319520174482,8.72,24_grwth_rate_baseline,64,3,6,16,14,24,0.2,0.001,7500,70,180,0.001,default,1728.3687636852264,0.7053087757313109,0.7116743922233582,0.7053087949752808,0.7037721276283264,
67,67,1.5245460456815259,1.822201083446371,45.20174482006543,8.72,24_grwth_rate_baseline,64,3,6,16,14,24,0.2,0.001,7500,70,180,0.001,default,1728.3687636852264,0.7053087757313109,0.7116743922233582,0.7053087949752808,0.7037721276283264,
68,68,1.470445600049249,1.6617081288633675,51.79934569247546,8.72,24_grwth_rate_baseline,64,3,6,16,14,24,0.2,0.001,7500,70,180,0.001,default,1728.3687636852264,0.7053087757313109,0.7116743922233582,0.7053087949752808,0.7037721276283264,
69,69,1.4677834346376617,1.8837673499666412,48.091603053435115,8.72,24_grwth_rate_baseline,64,3,6,16,14,24,0.2,0.001,7500,70,180,0.001,default,1728.3687636852264,0.7053087757313109,0.7116743922233582,0.7053087949752808,0.7037721276283264,
70,70,1.4144824784377525,2.4712064512844742,41.49400218102508,8.72,24_grwth_rate_baseline,64,3,6,16,14,24,0.2,0.001,7500,70,180,0.001,default,1728.3687636852264,0.7053087757313109,0.7116743922233582,0.7053087949752808,0.7037721276283264,
71,71,1.472842915304776,1.8716699337137157,50.59978189749182,8.72,24_grwth_rate_baseline,64,3,6,16,14,24,0.2,0.001,7500,70,180,0.001,default,1728.3687636852264,0.7053087757313109,0.7116743922233582,0.7053087949752808,0.7037721276283264,
72,72,1.489153635912928,2.5893805232541314,39.476553980370774,8.72,24_grwth_rate_baseline,64,3,6,16,14,24,0.2,0.001,7500,70,180,0.001,default,1728.3687636852264,0.7053087757313109,0.7116743922233582,0.7053087949752808,0.7037721276283264,
73,73,1.4450838072546597,2.0491293915386857,42.420937840785164,8.72,24_grwth_rate_baseline,64,3,6,16,14,24,0.2,0.001,7500,70,180,0.001,default,1728.3687636852264,0.7053087757313109,0.7116743922233582,0.7053087949752808,0.7037721276283264,
74,74,1.4112517710389763,2.0362161315720657,49.07306434023992,8.72,24_grwth_rate_baseline,64,3,6,16,14,24,0.2,0.001,7500,70,180,0.001,default,1728.3687636852264,0.7053087757313109,0.7116743922233582,0.7053087949752808,0.7037721276283264,
75,75,1.4171331833148826,2.976985249026068,34.51472191930207,8.72,24_grwth_rate_baseline,64,3,6,16,14,24,0.2,0.001,7500,70,180,0.001,default,1728.3687636852264,0.7053087757313109,0.7116743922233582,0.7053087949752808,0.7037721276283264,
76,76,1.4063890596915936,3.2720753735509414,32.715376226826606,8.72,24_grwth_rate_baseline,64,3,6,16,14,24,0.2,0.001,7500,70,180,0.001,default,1728.3687636852264,0.7053087757313109,0.7116743922233582,0.7053087949752808,0.7037721276283264,
77,77,1.4031948940507297,1.948359098927728,49.345692475463466,8.72,24_grwth_rate_baseline,64,3,6,16,14,24,0.2,0.001,7500,70,180,0.001,default,1728.3687636852264,0.7053087757313109,0.7116743922233582,0.7053087949752808,0.7037721276283264,
78,78,1.3609995400083477,2.043717700859596,45.147219193020725,8.72,24_grwth_rate_baseline,64,3,6,16,14,24,0.2,0.001,7500,70,180,0.001,default,1728.3687636852264,0.7053087757313109,0.7116743922233582,0.7053087949752808,0.7037721276283264,
79,79,1.347187979467984,1.7638800144195557,50.87241003271538,8.72,24_grwth_rate_baseline,64,3,6,16,14,24,0.2,0.001,7500,70,180,0.001,default,1728.3687636852264,0.7053087757313109,0.7116743922233582,0.7053087949752808,0.7037721276283264,
80,80,1.3270830255130242,2.2223053718435355,44.00218102508179,8.72,24_grwth_rate_baseline,64,3,6,16,14,24,0.2,0.001,7500,70,180,0.001,default,1728.3687636852264,0.7053087757313109,0.7116743922233582,0.7053087949752808,0.7037721276283264,
81,81,1.3171125609299232,2.1679468771507002,43.89312977099237,8.72,24_grwth_rate_baseline,64,3,6,16,14,24,0.2,0.001,7500,70,180,0.001,default,1728.3687636852264,0.7053087757313109,0.7116743922233582,0.7053087949752808,0.7037721276283264,
82,82,1.267649947569288,1.9092501689647805,51.69029443838604,8.72,24_grwth_rate_baseline,64,3,6,16,14,24,0.2,0.001,7500,70,180,0.001,default,1728.3687636852264,0.7053087757313109,0.7116743922233582,0.7053087949752808,0.7037721276283264,
83,83,1.3015729116982426,2.2056358559378264,47.81897491821156,8.72,24_grwth_rate_baseline,64,3,6,16,14,24,0.2,0.001,7500,70,180,0.001,default,1728.3687636852264,0.7053087757313109,0.7116743922233582,0.7053087949752808,0.7037721276283264,
84,84,1.2803560361779969,1.9152343643122707,49.18211559432933,8.72,24_grwth_rate_baseline,64,3,6,16,14,24,0.2,0.001,7500,70,180,0.001,default,1728.3687636852264,0.7053087757313109,0.7116743922233582,0.7053087949752808,0.7037721276283264,
85,85,1.2272031296943795,1.5358568059987034,55.834242093784084,8.72,24_grwth_rate_baseline,64,3,6,16,14,24,0.2,0.001,7500,70,180,0.001,default,1728.3687636852264,0.7053087757313109,0.7116743922233582,0.7053087949752808,0.7037721276283264,
86,86,1.2281878169240623,1.865391073555782,51.63576881134133,8.72,24_grwth_rate_baseline,64,3,6,16,14,24,0.2,0.001,7500,70,180,0.001,default,1728.3687636852264,0.7053087757313109,0.7116743922233582,0.7053087949752808,0.7037721276283264,
87,87,1.2143215177388027,2.134576624837415,46.5103598691385,8.72,24_grwth_rate_baseline,64,3,6,16,14,24,0.2,0.001,7500,70,180,0.001,default,1728.3687636852264,0.7053087757313109,0.7116743922233582,0.7053087949752808,0.7037721276283264,
88,88,1.1817675140397301,1.7835330346534992,54.79825517993457,8.72,24_grwth_rate_baseline,64,3,6,16,14,24,0.2,0.001,7500,70,180,0.001,default,1728.3687636852264,0.7053087757313109,0.7116743922233582,0.7053087949752808,0.7037721276283264,
89,89,1.2773503393962466,1.7108921429206585,54.68920392584514,8.72,24_grwth_rate_baseline,64,3,6,16,14,24,0.2,0.001,7500,70,180,0.001,default,1728.3687636852264,0.7053087757313109,0.7116743922233582,0.7053087949752808,0.7037721276283264,
90,90,1.2123291317758889,2.028492204074202,47.92802617230098,8.72,24_grwth_rate_baseline,64,3,6,16,14,24,0.2,0.001,7500,70,180,0.001,default,1728.3687636852264,0.7053087757313109,0.7116743922233582,0.7053087949752808,0.7037721276283264,
91,91,1.2322545801771099,2.0590359835789123,48.25517993456925,8.72,24_grwth_rate_baseline,64,3,6,16,14,24,0.2,0.001,7500,70,180,0.001,default,1728.3687636852264,0.7053087757313109,0.7116743922233582,0.7053087949752808,0.7037721276283264,
92,92,1.1882677705123508,2.6407824179221846,40.56706652126499,8.72,24_grwth_rate_baseline,64,3,6,16,14,24,0.2,0.001,7500,70,180,0.001,default,1728.3687636852264,0.7053087757313109,0.7116743922233582,0.7053087949752808,0.7037721276283264,
93,93,1.1988598539911468,2.658313200391572,41.49400218102508,8.72,24_grwth_rate_baseline,64,3,6,16,14,24,0.2,0.001,7500,70,180,0.001,default,1728.3687636852264,0.7053087757313109,0.7116743922233582,0.7053087949752808,0.7037721276283264,
94,94,1.214043179462696,1.5574541626305416,55.12540894220284,8.72,24_grwth_rate_baseline,64,3,6,16,14,24,0.2,0.001,7500,70,180,0.001,default,1728.3687636852264,0.7053087757313109,0.7116743922233582,0.7053087949752808,0.7037721276283264,
95,95,1.0702470931513557,1.2589291745218738,63.24972737186477,8.72,24_grwth_rate_baseline,64,3,6,16,14,24,0.2,0.001,7500,70,180,0.001,default,1728.3687636852264,0.7053087757313109,0.7116743922233582,0.7053087949752808,0.7037721276283264,
96,96,1.0446560876122837,1.2322369320639248,64.01308615049072,8.72,24_grwth_rate_baseline,64,3,6,16,14,24,0.2,0.001,7500,70,180,0.001,default,1728.3687636852264,0.7053087757313109,0.7116743922233582,0.7053087949752808,0.7037721276283264,
97,97,1.026965156711381,1.197258369675998,65.2671755725191,8.72,24_grwth_rate_baseline,64,3,6,16,14,24,0.2,0.001,7500,70,180,0.001,default,1728.3687636852264,0.7053087757313109,0.7116743922233582,0.7053087949752808,0.7037721276283264,
98,98,0.9821049673803921,1.1767222716890533,65.48527808069792,8.72,24_grwth_rate_baseline,64,3,6,16,14,24,0.2,0.001,7500,70,180,0.001,default,1728.3687636852264,0.7053087757313109,0.7116743922233582,0.7053087949752808,0.7037721276283264,
99,99,0.9671506131517476,1.163768085940131,66.08505997818975,8.72,24_grwth_rate_baseline,64,3,6,16,14,24,0.2,0.001,7500,70,180,0.001,default,1728.3687636852264,0.7053087757313109,0.7116743922233582,0.7053087949752808,0.7037721276283264,
100,100,0.9466266498483461,1.1597353240539288,66.03053435114504,8.72,24_grwth_rate_baseline,64,3,6,16,14,24,0.2,0.001,7500,70,180,0.001,default,1728.3687636852264,0.7053087757313109,0.7116743922233582,0.7053087949752808,0.7037721276283264,
101,101,0.9365070482780193,1.161241888999939,65.8669574700109,8.72,24_grwth_rate_baseline,64,3,6,16,14,24,0.2,0.001,7500,70,180,0.001,default,1728.3687636852264,0.7053087757313109,0.7116743922233582,0.7053087949752808,0.7037721276283264,
102,102,0.9068689007183601,1.1409136159666653,66.41221374045801,8.72,24_grwth_rate_baseline,64,3,6,16,14,24,0.2,0.001,7500,70,180,0.001,default,1728.3687636852264,0.7053087757313109,0.7116743922233582,0.7053087949752808,0.7037721276283264,
103,103,0.8982409074388701,1.1447247102342804,66.08505997818975,8.72,24_grwth_rate_baseline,64,3,6,16,14,24,0.2,0.001,7500,70,180,0.001,default,1728.3687636852264,0.7053087757313109,0.7116743922233582,0.7053087949752808,0.7037721276283264,
104,104,0.9004520773887634,1.1220457019477055,66.30316248636859,8.72,24_grwth_rate_baseline,64,3,6,16,14,24,0.2,0.001,7500,70,180,0.001,default,1728.3687636852264,0.7053087757313109,0.7116743922233582,0.7053087949752808,0.7037721276283264,
105,105,0.8922729584677466,1.1278089202683548,66.90294438386042,8.72,24_grwth_rate_baseline,64,3,6,16,14,24,0.2,0.001,7500,70,180,0.001,default,1728.3687636852264,0.7053087757313109,0.7116743922233582,0.7053087949752808,0.7037721276283264,
106,106,0.8957679693041176,1.1210288857591564,66.8484187568157,8.72,24_grwth_rate_baseline,64,3,6,16,14,24,0.2,0.001,7500,70,180,0.001,default,1728.3687636852264,0.7053087757313109,0.7116743922233582,0.7053087949752808,0.7037721276283264,
107,107,0.8938925261127537,1.1176779496258702,67.12104689203926,8.72,24_grwth_rate_baseline,64,3,6,16,14,24,0.2,0.001,7500,70,180,0.001,default,1728.3687636852264,0.7053087757313109,0.7116743922233582,0.7053087949752808,0.7037721276283264,
