,epoch,train_loss,val_loss,val_accuracy,model_size_mb,experiment_name,batch_size,n_dense_blocks,n_conv_each_block_0,n_conv_each_block_1,n_conv_each_block_2,growth_rate,dropout,base_learning_rate,warmup_iter,main_sched_epochs_kick_in,n_epochs,weight_decay,transform_stack_name,elapsed_time_sec,test_accuracy,test_precision,test_recall,test_f1,n_conv_each_block_3
263,83,1.4715780492486625,2.075359319818431,46.0196292257361,8.72,high_dropout,64,3,6,16,14,24,0.4,0.001,7500,70,180,0.001,default,1719.1582226753235,0.7242686890574215,0.730486273765564,0.7242686748504639,0.7232928276062012,
264,84,1.4427672809567944,2.1164512387637435,42.529989094874594,8.72,high_dropout,64,3,6,16,14,24,0.4,0.001,7500,70,180,0.001,default,1719.1582226753235,0.7242686890574215,0.730486273765564,0.7242686748504639,0.7232928276062012,
265,85,1.4106264114379883,1.8756090649243058,48.36423118865867,8.72,high_dropout,64,3,6,16,14,24,0.4,0.001,7500,70,180,0.001,default,1719.1582226753235,0.7242686890574215,0.730486273765564,0.7242686748504639,0.7232928276062012,
266,86,1.3725546454561168,1.8053481044440434,49.94547437295529,8.72,high_dropout,64,3,6,16,14,24,0.4,0.001,7500,70,180,0.001,default,1719.1582226753235,0.7242686890574215,0.730486273765564,0.7242686748504639,0.7232928276062012,
267,87,1.3521475812484478,2.336680564387091,41.76663031624864,8.72,high_dropout,64,3,6,16,14,24,0.4,0.001,7500,70,180,0.001,default,1719.1582226753235,0.7242686890574215,0.730486273765564,0.7242686748504639,0.7232928276062012,
268,88,1.3949659055676953,2.1611990394263434,46.401308615049075,8.72,high_dropout,64,3,6,16,14,24,0.4,0.001,7500,70,180,0.001,default,1719.1582226753235,0.7242686890574215,0.730486273765564,0.7242686748504639,0.7232928276062012,
269,89,1.3846312905180043,1.5169077207302224,55.77971646673937,8.72,high_dropout,64,3,6,16,14,24,0.4,0.001,7500,70,180,0.001,default,1719.1582226753235,0.7242686890574215,0.730486273765564,0.7242686748504639,0.7232928276062012,
270,90,1.3264772902274955,2.073965072631836,47.600872410032714,8.72,high_dropout,64,3,6,16,14,24,0.4,0.001,7500,70,180,0.001,default,1719.1582226753235,0.7242686890574215,0.730486273765564,0.7242686748504639,0.7232928276062012,
271,91,1.2797742249636814,1.6825701532692745,52.0174482006543,8.72,high_dropout,64,3,6,16,14,24,0.4,0.001,7500,70,180,0.001,default,1719.1582226753235,0.7242686890574215,0.730486273765564,0.7242686748504639,0.7232928276062012,
272,92,1.3367144681256393,1.487615860741714,56.32497273718647,8.72,high_dropout,64,3,6,16,14,24,0.4,0.001,7500,70,180,0.001,default,1719.1582226753235,0.7242686890574215,0.730486273765564,0.7242686748504639,0.7232928276062012,
273,93,1.2938345824850017,2.049894587746982,45.528898582333696,8.72,high_dropout,64,3,6,16,14,24,0.4,0.001,7500,70,180,0.001,default,1719.1582226753235,0.7242686890574215,0.730486273765564,0.7242686748504639,0.7232928276062012,
274,94,1.292148907636774,1.571608855806548,55.07088331515813,8.72,high_dropout,64,3,6,16,14,24,0.4,0.001,7500,70,180,0.001,default,1719.1582226753235,0.7242686890574215,0.730486273765564,0.7242686748504639,0.7232928276062012,
275,95,1.2660292674755227,1.782946566055561,50.81788440567067,8.72,high_dropout,64,3,6,16,14,24,0.4,0.001,7500,70,180,0.001,default,1719.1582226753235,0.7242686890574215,0.730486273765564,0.7242686748504639,0.7232928276062012,
276,96,1.2610393968121758,2.216022010507255,46.5103598691385,8.72,high_dropout,64,3,6,16,14,24,0.4,0.001,7500,70,180,0.001,default,1719.1582226753235,0.7242686890574215,0.730486273765564,0.7242686748504639,0.7232928276062012,
277,97,1.2371118664741516,1.7590246323881478,53.43511450381679,8.72,high_dropout,64,3,6,16,14,24,0.4,0.001,7500,70,180,0.001,default,1719.1582226753235,0.7242686890574215,0.730486273765564,0.7242686748504639,0.7232928276062012,
278,98,1.2563789014158577,1.8208601515868614,50.81788440567067,8.72,high_dropout,64,3,6,16,14,24,0.4,0.001,7500,70,180,0.001,default,1719.1582226753235,0.7242686890574215,0.730486273765564,0.7242686748504639,0.7232928276062012,
279,99,1.1901067063726227,1.9154933773238083,51.63576881134133,8.72,high_dropout,64,3,6,16,14,24,0.4,0.001,7500,70,180,0.001,default,1719.1582226753235,0.7242686890574215,0.730486273765564,0.7242686748504639,0.7232928276062012,
280,100,1.2349133984795932,1.6357602538733647,54.58015267175572,8.72,high_dropout,64,3,6,16,14,24,0.4,0.001,7500,70,180,0.001,default,1719.1582226753235,0.7242686890574215,0.730486273765564,0.7242686748504639,0.7232928276062012,
281,101,1.2312434665087997,1.483554667439954,57.4154852780807,8.72,high_dropout,64,3,6,16,14,24,0.4,0.001,7500,70,180,0.001,default,1719.1582226753235,0.7242686890574215,0.730486273765564,0.7242686748504639,0.7232928276062012,
282,102,1.207914156132731,1.7766388695815514,50.87241003271538,8.72,high_dropout,64,3,6,16,14,24,0.4,0.001,7500,70,180,0.001,default,1719.1582226753235,0.7242686890574215,0.730486273765564,0.7242686748504639,0.7232928276062012,
283,103,1.2493119753640274,1.872598228783443,49.45474372955289,8.72,high_dropout,64,3,6,16,14,24,0.4,0.001,7500,70,180,0.001,default,1719.1582226753235,0.7242686890574215,0.730486273765564,0.7242686748504639,0.7232928276062012,
284,104,1.2493163378074252,1.607804804012693,55.288985823336965,8.72,high_dropout,64,3,6,16,14,24,0.4,0.001,7500,70,180,0.001,default,1719.1582226753235,0.7242686890574215,0.730486273765564,0.7242686748504639,0.7232928276062012,
285,105,1.220355816956224,1.8128718014421135,55.12540894220284,8.72,high_dropout,64,3,6,16,14,24,0.4,0.001,7500,70,180,0.001,default,1719.1582226753235,0.7242686890574215,0.730486273765564,0.7242686748504639,0.7232928276062012,
286,106,1.1851721282663017,1.5919653053941398,55.50708833151581,8.72,high_dropout,64,3,6,16,14,24,0.4,0.001,7500,70,180,0.001,default,1719.1582226753235,0.7242686890574215,0.730486273765564,0.7242686748504639,0.7232928276062012,
287,107,1.2115100241940597,1.746333644307893,53.43511450381679,8.72,high_dropout,64,3,6,16,14,24,0.4,0.001,7500,70,180,0.001,default,1719.1582226753235,0.7242686890574215,0.730486273765564,0.7242686748504639,0.7232928276062012,
288,108,1.124554153146415,1.5757154801796223,56.597600872410034,8.72,high_dropout,64,3,6,16,14,24,0.4,0.001,7500,70,180,0.001,default,1719.1582226753235,0.7242686890574215,0.730486273765564,0.7242686748504639,0.7232928276062012,
289,109,1.1454984021597896,1.888929950779882,51.581243184296625,8.72,high_dropout,64,3,6,16,14,24,0.4,0.001,7500,70,180,0.001,default,1719.1582226753235,0.7242686890574215,0.730486273765564,0.7242686748504639,0.7232928276062012,
290,110,1.1296074698711265,2.0546863449030908,50.54525627044711,8.72,high_dropout,64,3,6,16,14,24,0.4,0.001,7500,70,180,0.001,default,1719.1582226753235,0.7242686890574215,0.730486273765564,0.7242686748504639,0.7232928276062012,
291,111,1.0864422722109432,1.2425013924467152,63.031624863685934,8.72,high_dropout,64,3,6,16,14,24,0.4,0.001,7500,70,180,0.001,default,1719.1582226753235,0.7242686890574215,0.730486273765564,0.7242686748504639,0.7232928276062012,
292,112,1.0387286739102726,1.2189024974559914,63.849509269356595,8.72,high_dropout,64,3,6,16,14,24,0.4,0.001,7500,70,180,0.001,default,1719.1582226753235,0.7242686890574215,0.730486273765564,0.7242686748504639,0.7232928276062012,
293,113,0.9733131887583897,1.1843563770425731,64.94002181025081,8.72,high_dropout,64,3,6,16,14,24,0.4,0.001,7500,70,180,0.001,default,1719.1582226753235,0.7242686890574215,0.730486273765564,0.7242686748504639,0.7232928276062012,
294,114,0.9732776859710957,1.1630030706011016,65.32170119956379,8.72,high_dropout,64,3,6,16,14,24,0.4,0.001,7500,70,180,0.001,default,1719.1582226753235,0.7242686890574215,0.730486273765564,0.7242686748504639,0.7232928276062012,
295,115,0.9100840502771838,1.1369984910405915,65.64885496183206,8.72,high_dropout,64,3,6,16,14,24,0.4,0.001,7500,70,180,0.001,default,1719.1582226753235,0.7242686890574215,0.730486273765564,0.7242686748504639,0.7232928276062012,
296,116,0.927843604622216,1.145293735224625,65.3762268266085,8.72,high_dropout,64,3,6,16,14,24,0.4,0.001,7500,70,180,0.001,default,1719.1582226753235,0.7242686890574215,0.730486273765564,0.7242686748504639,0.7232928276062012,
297,117,0.873086698096374,1.118498210249276,66.19411123227917,8.72,high_dropout,64,3,6,16,14,24,0.4,0.001,7500,70,180,0.001,default,1719.1582226753235,0.7242686890574215,0.730486273765564,0.7242686748504639,0.7232928276062012,
298,118,0.888425133351622,1.1130000846139316,66.03053435114504,8.72,high_dropout,64,3,6,16,14,24,0.4,0.001,7500,70,180,0.001,default,1719.1582226753235,0.7242686890574215,0.730486273765564,0.7242686748504639,0.7232928276062012,
299,119,0.8685445538882551,1.1194889915400539,66.57579062159215,8.72,high_dropout,64,3,6,16,14,24,0.4,0.001,7500,70,180,0.001,default,1719.1582226753235,0.7242686890574215,0.730486273765564,0.7242686748504639,0.7232928276062012,
300,120,0.8619956024761858,1.1081031704771107,66.3576881134133,8.72,high_dropout,64,3,6,16,14,24,0.4,0.001,7500,70,180,0.001,default,1719.1582226753235,0.7242686890574215,0.730486273765564,0.7242686748504639,0.7232928276062012,
301,121,0.8347169767166006,1.1062143403908302,66.19411123227917,8.72,high_dropout,64,3,6,16,14,24,0.4,0.001,7500,70,180,0.001,default,1719.1582226753235,0.7242686890574215,0.730486273765564,0.7242686748504639,0.7232928276062012,
302,122,0.8526909135538956,1.1044657477017106,66.3576881134133,8.72,high_dropout,64,3,6,16,14,24,0.4,0.001,7500,70,180,0.001,default,1719.1582226753235,0.7242686890574215,0.730486273765564,0.7242686748504639,0.7232928276062012,
303,123,0.8479581588301165,1.0896660644432594,66.90294438386042,8.72,high_dropout,64,3,6,16,14,24,0.4,0.001,7500,70,180,0.001,default,1719.1582226753235,0.7242686890574215,0.730486273765564,0.7242686748504639,0.7232928276062012,
304,124,0.8334422481471094,1.0928280538526074,66.79389312977099,8.72,high_dropout,64,3,6,16,14,24,0.4,0.001,7500,70,180,0.001,default,1719.1582226753235,0.7242686890574215,0.730486273765564,0.7242686748504639,0.7232928276062012,
305,125,0.827754802744964,1.0909514776591598,67.01199563794984,8.72,high_dropout,64,3,6,16,14,24,0.4,0.001,7500,70,180,0.001,default,1719.1582226753235,0.7242686890574215,0.730486273765564,0.7242686748504639,0.7232928276062012,
306,126,0.861310491274143,1.0935475846816753,67.17557251908397,8.72,high_dropout,64,3,6,16,14,24,0.4,0.001,7500,70,180,0.001,default,1719.1582226753235,0.7242686890574215,0.730486273765564,0.7242686748504639,0.7232928276062012,
307,127,0.7946209475911897,1.0927734621639908,66.95747001090513,8.72,high_dropout,64,3,6,16,14,24,0.4,0.001,7500,70,180,0.001,default,1719.1582226753235,0.7242686890574215,0.730486273765564,0.7242686748504639,0.7232928276062012,
308,128,0.8571861530172413,1.0787300837451015,67.23009814612868,8.72,high_dropout,64,3,6,16,14,24,0.4,0.001,7500,70,180,0.001,default,1719.1582226753235,0.7242686890574215,0.730486273765564,0.7242686748504639,0.7232928276062012,
309,129,0.8301406050550526,1.0834586517564182,66.73936750272628,8.72,high_dropout,64,3,6,16,14,24,0.4,0.001,7500,70,180,0.001,default,1719.1582226753235,0.7242686890574215,0.730486273765564,0.7242686748504639,0.7232928276062012,
310,130,0.8166085718006924,1.0778413641041722,67.39367502726282,8.72,high_dropout,64,3,6,16,14,24,0.4,0.001,7500,70,180,0.001,default,1719.1582226753235,0.7242686890574215,0.730486273765564,0.7242686748504639,0.7232928276062012,
311,131,0.8135438366182919,1.0665754511438568,67.8298800436205,8.72,high_dropout,64,3,6,16,14,24,0.4,0.001,7500,70,180,0.001,default,1719.1582226753235,0.7242686890574215,0.730486273765564,0.7242686748504639,0.7232928276062012,
312,132,0.7696859219978596,1.076796005512106,67.61177753544165,8.72,high_dropout,64,3,6,16,14,24,0.4,0.001,7500,70,180,0.001,default,1719.1582226753235,0.7242686890574215,0.730486273765564,0.7242686748504639,0.7232928276062012,
313,133,0.8165876382383807,1.0876952738597476,67.01199563794984,8.72,high_dropout,64,3,6,16,14,24,0.4,0.001,7500,70,180,0.001,default,1719.1582226753235,0.7242686890574215,0.730486273765564,0.7242686748504639,0.7232928276062012,
314,134,0.8191369412274196,1.0776219409087608,67.17557251908397,8.72,high_dropout,64,3,6,16,14,24,0.4,0.001,7500,70,180,0.001,default,1719.1582226753235,0.7242686890574215,0.730486273765564,0.7242686748504639,0.7232928276062012,
315,135,0.8114809332222774,1.1027835504762058,66.79389312977099,8.72,high_dropout,64,3,6,16,14,24,0.4,0.001,7500,70,180,0.001,default,1719.1582226753235,0.7242686890574215,0.730486273765564,0.7242686748504639,0.7232928276062012,
316,136,0.7715316085979856,1.0629013632905895,67.55725190839695,8.72,high_dropout,64,3,6,16,14,24,0.4,0.001,7500,70,180,0.001,default,1719.1582226753235,0.7242686890574215,0.730486273765564,0.7242686748504639,0.7232928276062012,
317,137,0.7890648692846298,1.072713319597573,67.2846237731734,8.72,high_dropout,64,3,6,16,14,24,0.4,0.001,7500,70,180,0.001,default,1719.1582226753235,0.7242686890574215,0.730486273765564,0.7242686748504639,0.7232928276062012,
318,138,0.8050601246028111,1.0803475585477105,67.3391494002181,8.72,high_dropout,64,3,6,16,14,24,0.4,0.001,7500,70,180,0.001,default,1719.1582226753235,0.7242686890574215,0.730486273765564,0.7242686748504639,0.7232928276062012,
319,139,0.8295351020221052,1.0604445256035904,68.15703380588877,8.72,high_dropout,64,3,6,16,14,24,0.4,0.001,7500,70,180,0.001,default,1719.1582226753235,0.7242686890574215,0.730486273765564,0.7242686748504639,0.7232928276062012,
320,140,0.761335064624918,1.0702075464972134,67.39367502726282,8.72,high_dropout,64,3,6,16,14,24,0.4,0.001,7500,70,180,0.001,default,1719.1582226753235,0.7242686890574215,0.730486273765564,0.7242686748504639,0.7232928276062012,
321,141,0.7730198882777115,1.0655560986749057,67.44820065430753,8.72,high_dropout,64,3,6,16,14,24,0.4,0.001,7500,70,180,0.001,default,1719.1582226753235,0.7242686890574215,0.730486273765564,0.7242686748504639,0.7232928276062012,
322,142,0.8060424348403668,1.0709535109585728,67.50272628135224,8.72,high_dropout,64,3,6,16,14,24,0.4,0.001,7500,70,180,0.001,default,1719.1582226753235,0.7242686890574215,0.730486273765564,0.7242686748504639,0.7232928276062012,
323,143,0.760724485948168,1.0748495541769882,67.66630316248636,8.72,high_dropout,64,3,6,16,14,24,0.4,0.001,7500,70,180,0.001,default,1719.1582226753235,0.7242686890574215,0.730486273765564,0.7242686748504639,0.7232928276062012,
324,144,0.7722957637803308,1.0780933149929703,67.66630316248636,8.72,high_dropout,64,3,6,16,14,24,0.4,0.001,7500,70,180,0.001,default,1719.1582226753235,0.7242686890574215,0.730486273765564,0.7242686748504639,0.7232928276062012,
325,145,0.7570208588550831,1.073165657191441,67.44820065430753,8.72,high_dropout,64,3,6,16,14,24,0.4,0.001,7500,70,180,0.001,default,1719.1582226753235,0.7242686890574215,0.730486273765564,0.7242686748504639,0.7232928276062012,
326,146,0.7578441541770409,1.055806776572918,67.88440567066522,8.72,high_dropout,64,3,6,16,14,24,0.4,0.001,7500,70,180,0.001,default,1719.1582226753235,0.7242686890574215,0.730486273765564,0.7242686748504639,0.7232928276062012,
327,147,0.7624356643906955,1.0732630820109927,67.01199563794984,8.72,high_dropout,64,3,6,16,14,24,0.4,0.001,7500,70,180,0.001,default,1719.1582226753235,0.7242686890574215,0.730486273765564,0.7242686748504639,0.7232928276062012,
328,148,0.7935067384407438,1.0733143913334813,67.17557251908397,8.72,high_dropout,64,3,6,16,14,24,0.4,0.001,7500,70,180,0.001,default,1719.1582226753235,0.7242686890574215,0.730486273765564,0.7242686748504639,0.7232928276062012,
329,149,0.7649512285816258,1.055406747193172,67.66630316248636,8.72,high_dropout,64,3,6,16,14,24,0.4,0.001,7500,70,180,0.001,default,1719.1582226753235,0.7242686890574215,0.730486273765564,0.7242686748504639,0.7232928276062012,
330,150,0.7823206134911241,1.0692917129089092,67.17557251908397,8.72,high_dropout,64,3,6,16,14,24,0.4,0.001,7500,70,180,0.001,default,1719.1582226753235,0.7242686890574215,0.730486273765564,0.7242686748504639,0.7232928276062012,
331,151,0.7700928562674029,1.08328836539696,67.23009814612868,8.72,high_dropout,64,3,6,16,14,24,0.4,0.001,7500,70,180,0.001,default,1719.1582226753235,0.7242686890574215,0.730486273765564,0.7242686748504639,0.7232928276062012,
332,152,0.7494952411487185,1.072819691279839,67.17557251908397,8.72,high_dropout,64,3,6,16,14,24,0.4,0.001,7500,70,180,0.001,default,1719.1582226753235,0.7242686890574215,0.730486273765564,0.7242686748504639,0.7232928276062012,
333,153,0.7820306040089706,1.0699580702288398,67.50272628135224,8.72,high_dropout,64,3,6,16,14,24,0.4,0.001,7500,70,180,0.001,default,1719.1582226753235,0.7242686890574215,0.730486273765564,0.7242686748504639,0.7232928276062012,
334,154,0.7391292154788971,1.062516802343829,67.99345692475464,8.72,high_dropout,64,3,6,16,14,24,0.4,0.001,7500,70,180,0.001,default,1719.1582226753235,0.7242686890574215,0.730486273765564,0.7242686748504639,0.7232928276062012,
335,155,0.7614271774374205,1.0617111201944023,67.44820065430753,8.72,high_dropout,64,3,6,16,14,24,0.4,0.001,7500,70,180,0.001,default,1719.1582226753235,0.7242686890574215,0.730486273765564,0.7242686748504639,0.7232928276062012,
336,156,0.7661254421390337,1.0727941537725514,67.50272628135224,8.72,high_dropout,64,3,6,16,14,24,0.4,0.001,7500,70,180,0.001,default,1719.1582226753235,0.7242686890574215,0.730486273765564,0.7242686748504639,0.7232928276062012,
337,157,0.766619459308427,1.0556597627442459,67.44820065430753,8.72,high_dropout,64,3,6,16,14,24,0.4,0.001,7500,70,180,0.001,default,1719.1582226753235,0.7242686890574215,0.730486273765564,0.7242686748504639,0.7232928276062012,
338,158,0.7641312849932703,1.1021766477617725,67.23009814612868,8.72,high_dropout,64,3,6,16,14,24,0.4,0.001,7500,70,180,0.001,default,1719.1582226753235,0.7242686890574215,0.730486273765564,0.7242686748504639,0.7232928276062012,
339,159,0.7345222717729109,1.0607591846893574,67.3391494002181,8.72,high_dropout,64,3,6,16,14,24,0.4,0.001,7500,70,180,0.001,default,1719.1582226753235,0.7242686890574215,0.730486273765564,0.7242686748504639,0.7232928276062012,
340,160,0.7917552867840076,1.0723315025198048,67.55725190839695,8.72,high_dropout,64,3,6,16,14,24,0.4,0.001,7500,70,180,0.001,default,1719.1582226753235,0.7242686890574215,0.730486273765564,0.7242686748504639,0.7232928276062012,
341,161,0.7629621912693155,1.0680055227772942,67.17557251908397,8.72,high_dropout,64,3,6,16,14,24,0.4,0.001,7500,70,180,0.001,default,1719.1582226753235,0.7242686890574215,0.730486273765564,0.7242686748504639,0.7232928276062012,
342,162,0.7506736552920835,1.0525739480709206,67.39367502726282,8.72,high_dropout,64,3,6,16,14,24,0.4,0.001,7500,70,180,0.001,default,1719.1582226753235,0.7242686890574215,0.730486273765564,0.7242686748504639,0.7232928276062012,
343,163,0.7855776527832294,1.0585128336117184,68.21155943293348,8.72,high_dropout,64,3,6,16,14,24,0.4,0.001,7500,70,180,0.001,default,1719.1582226753235,0.7242686890574215,0.730486273765564,0.7242686748504639,0.7232928276062012,
344,164,0.7261568826848063,1.0635138112923195,67.44820065430753,8.72,high_dropout,64,3,6,16,14,24,0.4,0.001,7500,70,180,0.001,default,1719.1582226753235,0.7242686890574215,0.730486273765564,0.7242686748504639,0.7232928276062012,
345,165,0.7751192203883467,1.062542907122908,67.39367502726282,8.72,high_dropout,64,3,6,16,14,24,0.4,0.001,7500,70,180,0.001,default,1719.1582226753235,0.7242686890574215,0.730486273765564,0.7242686748504639,0.7232928276062012,
346,166,0.7578105890545351,1.0755353528877785,67.06652126499455,8.72,high_dropout,64,3,6,16,14,24,0.4,0.001,7500,70,180,0.001,default,1719.1582226753235,0.7242686890574215,0.730486273765564,0.7242686748504639,0.7232928276062012,
347,167,0.7944683268152434,1.0692394725207626,67.50272628135224,8.72,high_dropout,64,3,6,16,14,24,0.4,0.001,7500,70,180,0.001,default,1719.1582226753235,0.7242686890574215,0.730486273765564,0.7242686748504639,0.7232928276062012,
348,168,0.7449903441914196,1.0816705658518035,67.44820065430753,8.72,high_dropout,64,3,6,16,14,24,0.4,0.001,7500,70,180,0.001,default,1719.1582226753235,0.7242686890574215,0.730486273765564,0.7242686748504639,0.7232928276062012,
349,169,0.7644299638682398,1.0622853801168244,67.61177753544165,8.72,high_dropout,64,3,6,16,14,24,0.4,0.001,7500,70,180,0.001,default,1719.1582226753235,0.7242686890574215,0.730486273765564,0.7242686748504639,0.7232928276062012,
350,170,0.769449901991877,1.0589400858714664,67.2846237731734,8.72,high_dropout,64,3,6,16,14,24,0.4,0.001,7500,70,180,0.001,default,1719.1582226753235,0.7242686890574215,0.730486273765564,0.7242686748504639,0.7232928276062012,
351,171,0.7583534142066692,1.0557139063703602,67.61177753544165,8.72,high_dropout,64,3,6,16,14,24,0.4,0.001,7500,70,180,0.001,default,1719.1582226753235,0.7242686890574215,0.730486273765564,0.7242686748504639,0.7232928276062012,
352,172,0.7595458698683771,1.077097124066846,67.12104689203926,8.72,high_dropout,64,3,6,16,14,24,0.4,0.001,7500,70,180,0.001,default,1719.1582226753235,0.7242686890574215,0.730486273765564,0.7242686748504639,0.7232928276062012,
353,173,0.7511557258408645,1.057271527832952,68.32061068702289,8.72,high_dropout,64,3,6,16,14,24,0.4,0.001,7500,70,180,0.001,default,1719.1582226753235,0.7242686890574215,0.730486273765564,0.7242686748504639,0.7232928276062012,
354,174,0.7735678800221147,1.0669248864568512,68.04798255179935,8.72,high_dropout,64,3,6,16,14,24,0.4,0.001,7500,70,180,0.001,default,1719.1582226753235,0.7242686890574215,0.730486273765564,0.7242686748504639,0.7232928276062012,
355,175,0.7703632640427557,1.0576375948971715,67.66630316248636,8.72,high_dropout,64,3,6,16,14,24,0.4,0.001,7500,70,180,0.001,default,1719.1582226753235,0.7242686890574215,0.730486273765564,0.7242686748504639,0.7232928276062012,
356,176,0.7468326060936369,1.0656223091585884,67.50272628135224,8.72,high_dropout,64,3,6,16,14,24,0.4,0.001,7500,70,180,0.001,default,1719.1582226753235,0.7242686890574215,0.730486273765564,0.7242686748504639,0.7232928276062012,
357,177,0.7815369799219328,1.0652383093176216,67.88440567066522,8.72,high_dropout,64,3,6,16,14,24,0.4,0.001,7500,70,180,0.001,default,1719.1582226753235,0.7242686890574215,0.730486273765564,0.7242686748504639,0.7232928276062012,
358,178,0.7822462700564285,1.058762032410194,67.2846237731734,8.72,high_dropout,64,3,6,16,14,24,0.4,0.001,7500,70,180,0.001,default,1719.1582226753235,0.7242686890574215,0.730486273765564,0.7242686748504639,0.7232928276062012,
359,179,0.7451213803784601,1.0673431897985524,67.55725190839695,8.72,high_dropout,64,3,6,16,14,24,0.4,0.001,7500,70,180,0.001,default,1719.1582226753235,0.7242686890574215,0.730486273765564,0.7242686748504639,0.7232928276062012,
360,0,3.6175733352529593,3.524320051587861,6.270447110141767,8.72,weight_decay_heavy,64,3,6,16,14,24,0.2,0.001,7500,70,180,0.007,default,1736.4757199287415,0.7156013001083423,0.7186482548713684,0.7156013250350952,0.7126132249832153,
361,1,3.5360089170521705,3.474409448689428,7.57906215921483,8.72,weight_decay_heavy,64,3,6,16,14,24,0.2,0.001,7500,70,180,0.007,default,1736.4757199287415,0.7156013001083423,0.7186482548713684,0.7156013250350952,0.7126132249832153,
362,2,3.4858902199514983,3.4200770197243524,8.451472191930206,8.72,weight_decay_heavy,64,3,6,16,14,24,0.2,0.001,7500,70,180,0.007,default,1736.4757199287415,0.7156013001083423,0.7186482548713684,0.7156013250350952,0.7126132249832153,
363,3,3.446902661487974,3.4164866661203317,8.942202835332607,8.72,weight_decay_heavy,64,3,6,16,14,24,0.2,0.001,7500,70,180,0.007,default,1736.4757199287415,0.7156013001083423,0.7186482548713684,0.7156013250350952,0.7126132249832153,
364,4,3.419700597894603,3.435643327647242,7.470010905125409,8.72,weight_decay_heavy,64,3,6,16,14,24,0.2,0.001,7500,70,180,0.007,default,1736.4757199287415,0.7156013001083423,0.7186482548713684,0.7156013250350952,0.7126132249832153,
365,5,3.3883746697984893,3.3529734118231413,9.923664122137405,8.72,weight_decay_heavy,64,3,6,16,14,24,0.2,0.001,7500,70,180,0.007,default,1736.4757199287415,0.7156013001083423,0.7186482548713684,0.7156013250350952,0.7126132249832153,
366,6,3.362584956761064,3.3980005445151495,9.214830970556163,8.72,weight_decay_heavy,64,3,6,16,14,24,0.2,0.001,7500,70,180,0.007,default,1736.4757199287415,0.7156013001083423,0.7186482548713684,0.7156013250350952,0.7126132249832153,
367,7,3.3096512473862747,3.2755708365604796,11.395856052344602,8.72,weight_decay_heavy,64,3,6,16,14,24,0.2,0.001,7500,70,180,0.007,default,1736.4757199287415,0.7156013001083423,0.7186482548713684,0.7156013250350952,0.7126132249832153,
368,8,3.272239167114784,3.244348328689049,12.704471101417667,8.72,weight_decay_heavy,64,3,6,16,14,24,0.2,0.001,7500,70,180,0.007,default,1736.4757199287415,0.7156013001083423,0.7186482548713684,0.7156013250350952,0.7126132249832153,
369,9,3.2306021863016587,3.396979003117002,8.451472191930206,8.72,weight_decay_heavy,64,3,6,16,14,24,0.2,0.001,7500,70,180,0.007,default,1736.4757199287415,0.7156013001083423,0.7186482548713684,0.7156013250350952,0.7126132249832153,
370,10,3.188503964193936,3.170016107888057,14.558342420937842,8.72,weight_decay_heavy,64,3,6,16,14,24,0.2,0.001,7500,70,180,0.007,default,1736.4757199287415,0.7156013001083423,0.7186482548713684,0.7156013250350952,0.7126132249832153,
371,11,3.1610326027048044,3.236172914505005,11.068702290076336,8.72,weight_decay_heavy,64,3,6,16,14,24,0.2,0.001,7500,70,180,0.007,default,1736.4757199287415,0.7156013001083423,0.7186482548713684,0.7156013250350952,0.7126132249832153,
372,12,3.105740736270773,3.2247630481062264,11.286804798255181,8.72,weight_decay_heavy,64,3,6,16,14,24,0.2,0.001,7500,70,180,0.007,default,1736.4757199287415,0.7156013001083423,0.7186482548713684,0.7156013250350952,0.7126132249832153,
373,13,3.086214139543731,3.0408966952356797,17.121046892039256,8.72,weight_decay_heavy,64,3,6,16,14,24,0.2,0.001,7500,70,180,0.007,default,1736.4757199287415,0.7156013001083423,0.7186482548713684,0.7156013250350952,0.7126132249832153,
374,14,3.032537809733687,3.0546575414723365,17.829880043620502,8.72,weight_decay_heavy,64,3,6,16,14,24,0.2,0.001,7500,70,180,0.007,default,1736.4757199287415,0.7156013001083423,0.7186482548713684,0.7156013250350952,0.7126132249832153,
375,15,3.0180542304598053,3.12581309778937,16.19411123227917,8.72,weight_decay_heavy,64,3,6,16,14,24,0.2,0.001,7500,70,180,0.007,default,1736.4757199287415,0.7156013001083423,0.7186482548713684,0.7156013250350952,0.7126132249832153,
376,16,2.951790521884787,3.1201534517880143,13.086150490730644,8.72,weight_decay_heavy,64,3,6,16,14,24,0.2,0.001,7500,70,180,0.007,default,1736.4757199287415,0.7156013001083423,0.7186482548713684,0.7156013250350952,0.7126132249832153,
377,17,2.9349428004231948,2.9705034864359887,17.77535441657579,8.72,weight_decay_heavy,64,3,6,16,14,24,0.2,0.001,7500,70,180,0.007,default,1736.4757199287415,0.7156013001083423,0.7186482548713684,0.7156013250350952,0.7126132249832153,
378,18,2.8791367349953485,3.3547785364348313,14.01308615049073,8.72,weight_decay_heavy,64,3,6,16,14,24,0.2,0.001,7500,70,180,0.007,default,1736.4757199287415,0.7156013001083423,0.7186482548713684,0.7156013250350952,0.7126132249832153,
